name|speaker|orth|translation|start|end
Zc2bgIDZ-Ks--52|Signer01|page number nine|page number nine|-1|-1
Zc2bgIDZ-Ks--56|Signer01|they chest contained no gold or silver|they chest contained no gold or silver|-1|-1
Zc2bgIDZ-Ks--65|Signer01|why do you always carry that iron just with you|why do you always carry that iron just with you|-1|-1
8YFALsHOQQY--61|Signer01|had great powers|had great powers|-1|-1
8YFALsHOQQY--65|Signer01|how much do you need for it|how much do you need for it|-1|-1
8YFALsHOQQY--73|Signer01|the man wrote|the man wrote|-1|-1
8YFALsHOQQY--83|Signer01|why do you think he had come to the shop question number three|why do you think he had come to the shop question number three|-1|-1
8YFALsHOQQY--92|Signer01|the watch was nothing special|the watch was nothing special|-1|-1
UbSkIyCl70A--18|Signer01|would encourage these changes|would encourage these changes|-1|-1
UbSkIyCl70A--109|Signer01|when he heard that they did|when he heard that they did|-1|-1
UbSkIyCl70A--158|Signer01|were not considered citizens|were not considered citizens|-1|-1
UbSkIyCl70A--207|Signer01|north or south 8|north or south 8|-1|-1
UbSkIyCl70A--208|Signer01|find out whether any of the groups mentioned|find out whether any of the groups mentioned|-1|-1
1_DthSKKZDU_d|Signer01|to show or make something clear|to show or make something clear|-1|-1
2H-t8bYQGUE_d|Signer01|able to change or be changed easily according to the situation|able to change or be changed easily according to the situation|-1|-1
2rrQeCAecbU_d|Signer01|to limit an activity person or problem in some way|to limit an activity person or problem in some way|-1|-1
4dTj4Awahks_d|Signer01|in a way that is not clearly expressed known described or decided|in a way that is not clearly expressed known described or decided|-1|-1
4QYv6IFjNbQ_d|Signer01|to fail to guess or understand the real cost size difficulty etc of something|to fail to guess or understand the real cost size difficulty etc of something|-1|-1
4RdjdI90j0M_d|Signer01|waiting to happen|waiting to happen|-1|-1
6MxCP_583q8_d|Signer01|of or from a long time ago having lasted for a very long time|of or from a long time ago having lasted for a very long time|-1|-1
6VINDvdwb_E_d|Signer01|to cause or allow something to continue for a period of time|to cause or allow something to continue for a period of time|-1|-1
8pwnTDtKBE0_d|Signer01|she stood up and walked towards him|she stood up and walked towards him|-1|-1
a8vtO4iAq6g_d|Signer01|a house or other building and the land on which it is built|a house or other building and the land on which it is built|-1|-1
AHaC7ncPHjM_d|Signer01|including many different types of people or things|including many different types of people or things|-1|-1
atCTXG7PL_E_d|Signer01|to think carefully and for a long period about something|to think carefully and for a long period about something|-1|-1
azo6kLMV32E_e1|Signer01|nobody agreed with me|nobody agreed with me|-1|-1
BaSt1HrxXq0_d|Signer01|to stop or prevent someone or something from entering a place|to stop or prevent someone or something from entering a place|-1|-1
bJA2HuIKJTQ_e2|Signer01|i do not agree at all i am afraid|i do not agree at all i am afraid|-1|-1
-c5cUfu5gLU_d|Signer01|to keep someone happy especially for a short time|to keep someone happy especially for a short time|-1|-1
ci_iGsLDZ9w_d|Signer01|most important or best leading|most important or best leading|-1|-1
DAncSE6TBaA_d|Signer01|chief executive officer the person with the most important position in a company|chief executive officer the person with the most important position in a company|-1|-1
DB9Z1FczZoM_d|Signer01|to keep or continue to have something|to keep or continue to have something|-1|-1
DEqpFLzcLXY_e1|Signer01|please call this number if you require any further information|please call this number if you require any further information|-1|-1
DEqpFLzcLXY_e3|Signer01|this project will require massive investment|this project will require massive investment|-1|-1
DJdvsTI55Rg_d|Signer01|a general agreement|a general agreement|-1|-1
DqMYRnRJ94E_e4|Signer01|the family are struggling to survive on very little money|the family are struggling to survive on very little money|-1|-1
dqSzE5KFNZA_d|Signer01|before the present time|before the present time|-1|-1
dqSzE5KFNZA_e1|Signer01|i have already told her but she will not listen to me either|i have already told her but she will not listen to me either|-1|-1
eie6yTNbN4k_d|Signer01|a duty or responsibility that is hard to bear|a duty or responsibility that is hard to bear|-1|-1
F0kiWvgS_Mo_d|Signer01|to have someone work or do a job for you and pay them for it|to have someone work or do a job for you and pay them for it|-1|-1
f6Iw1o3XV14_d|Signer01|to make someone angry|to make someone angry|-1|-1
F6VCtv2uMzY_d|Signer01|someone who tells funny or interesting stories|someone who tells funny or interesting stories|-1|-1
FRLkJ9K3sVQ_d|Signer01|to force someone to do something|to force someone to do something|-1|-1
fsV1Qztx9wE_d|Signer01|to increase in size number or importance or to make something increase in this way|to increase in size number or importance or to make something increase in this way|-1|-1
Fwfx0nVgcFk_e2|Signer01|he thought his whole world had collapsed when his wife died|he thought his whole world had collapsed when his wife died|-1|-1
G4uo3UzqvGc_d|Signer01|to keep someone or something safe from injury damage or loss|to keep someone or something safe from injury damage or loss|-1|-1
G4uo3UzqvGc_e1|Signer01|surely the function of the law is to protect everyone rights|surely the function of the law is to protect everyone rights|-1|-1
GbSl8yhZDv8_e1|Signer01|he asked her out on a date|he asked her out on a date|-1|-1
-Gf2SGGyb4Y_d|Signer01|very great surprise|very great surprise|-1|-1
gFlhA6DWhFA_d|Signer01|in the correct way or at the correct time as expected|in the correct way or at the correct time as expected|-1|-1
gM7W5P_OrvQ_d|Signer01|to cause something or someone to change in form or character|to cause something or someone to change in form or character|-1|-1
gM7W5P_OrvQ_e2|Signer01|most of the families in the community converted recently|most of the families in the community converted recently|-1|-1
H8GPCrTnXjM_d|Signer01|to be happy to do something if it needed|to be happy to do something if it needed|-1|-1
HaqqVsp2BuE_e1|Signer01|i did not actually see her - i just heard her voice|i did not actually see her - i just heard her voice|-1|-1
HYuXJFqNOtk_d|Signer01|to give freedom or free movement to someone or something|to give freedom or free movement to someone or something|-1|-1
ICg_JsFuHVs_d|Signer01|to explain something or make something clear|to explain something or make something clear|-1|-1
IcTCDlydAHk_e4|Signer01|the doctors are doing all that they can but she still not breathing properly|the doctors are doing all that they can but she still not breathing properly|-1|-1
IfXpH2RFlP4_d|Signer01|to cause something to break suddenly into very small pieces|to cause something to break suddenly into very small pieces|-1|-1
Ihhwph3nCnI_d|Signer01|a strong wish especially one that is difficult or impossible to control|a strong wish especially one that is difficult or impossible to control|-1|-1
IK7897iu8Yw_e4|Signer01|he reported to his teacher|he reported to his teacher|-1|-1
J1xPH6Rugio_d|Signer01|to make use of something|to make use of something|-1|-1
j60L0ng_gGs_e3|Signer01|make certain that we have enough drink for the party|make certain that we have enough drink for the party|-1|-1
JHTL19FXRDs_d|Signer01|very shocked or surprised|very shocked or surprised|-1|-1
JHTL19FXRDs_e3|Signer01|he looked completely stunned|he looked completely stunned|-1|-1
jkNrqIsk3v0_e4|Signer01|after her month sick leave she was summoned to see the company welfare officer|after her month sick leave she was summoned to see the company welfare officer|-1|-1
jO3GFm_acBs_e2|Signer01|the two lines of children moved slowly apart|the two lines of children moved slowly apart|-1|-1
Jq3XIYZKLPc_d|Signer01|the number 1 000 000|the number 1 000 000|-1|-1
Kiokngu9sGI_d|Signer01|fixed in place and impossible to move|fixed in place and impossible to move|-1|-1
KiOQbd1JaDg_e2|Signer01|could you help me to pick out the yellow pieces|could you help me to pick out the yellow pieces|-1|-1
kJA8CfMH3Kg_d|Signer01|to show that something is very important or worth giving attention to|to show that something is very important or worth giving attention to|-1|-1
KJrJbhqosag_d|Signer01|the reason for pain worry or a problem|the reason for pain worry or a problem|-1|-1
KQpXEZpNF1s_d|Signer01|completely or in total|completely or in total|-1|-1
ksOfiEDqudU_d|Signer01|able to use both hands equally well|able to use both hands equally well|-1|-1
LKlGF65Xgm0_d|Signer01|to grow or develop successfully|to grow or develop successfully|-1|-1
lth5T4A_6Bw_d|Signer01|the freedom to live as you wish or go where you want|the freedom to live as you wish or go where you want|-1|-1
mb920DFo394_e3|Signer01|the books on this list are essential reading for the course|the books on this list are essential reading for the course|-1|-1
MFZJTpIvwio_d|Signer01|not far away|not far away|-1|-1
Miy-F4TYnso_e2|Signer01|i went to an employment agency last week|i went to an employment agency last week|-1|-1
Miy-F4TYnso_e3|Signer01|the french news agency put out a statement from the trade minister|the french news agency put out a statement from the trade minister|-1|-1
mtVcZlcW_sg_d|Signer01|of very bad quality|of very bad quality|-1|-1
mutZAFDJmKI_e3|Signer01|i came to the bus stop to see my friend off|i came to the bus stop to see my friend off|-1|-1
mutZAFDJmKI_e4|Signer01|they went to see off their son|they went to see off their son|-1|-1
N6jpL7uibFI_d|Signer01|to make someone feel that they want to do something and can do it|to make someone feel that they want to do something and can do it|-1|-1
n-9gQsRj0kY_w|Signer01|via - 1|via - 1|-1|-1
NaADM_m9FSI_d|Signer01|to correct something or make something right|to correct something or make something right|-1|-1
NCi0-MMvDMU_e2|Signer01|that seems expensive - have you compared prices in other shop|that seems expensive - have you compared prices in other shop|-1|-1
nfhqebRoL08_d|Signer01|without anyone or anything else being involved or between|without anyone or anything else being involved or between|-1|-1
nq9PduKLbQc_d|Signer01|a situation causing difficulty or trouble|a situation causing difficulty or trouble|-1|-1
OaP4MPsTaPI_d|Signer01|all of entire|all of entire|-1|-1
oCXHxL16lGg_d|Signer01|an amount or supply that is not large enough|an amount or supply that is not large enough|-1|-1
oGNdvacriUo_e1|Signer01|she has been removed from her position as director|she has been removed from her position as director|-1|-1
ojXO5l3LfoM_d|Signer01|close to a particular number or time although not exactly that number or time|close to a particular number or time although not exactly that number or time|-1|-1
ojXO5l3LfoM_e4|Signer01|a journey of approximately two hours|a journey of approximately two hours|-1|-1
OmSt-ldl6_A_e1|Signer01|the meeting has been arranged for wednesday|the meeting has been arranged for wednesday|-1|-1
OmSt-ldl6_A_e2|Signer01|they arranged to have dinner the following month|they arranged to have dinner the following month|-1|-1
OmSt-ldl6_A_e4|Signer01|my friends arranged to eat with me|my friends arranged to eat with me|-1|-1
ON6mteoL6yg_e1|Signer01|the electricity has been turned off|the electricity has been turned off|-1|-1
OpaA62WVcgE_d|Signer01|a short journey either to take a message or to take or collect something|a short journey either to take a message or to take or collect something|-1|-1
pBU_tMBIM9E_d|Signer01|to stop something from happening or someone from doing something|to stop something from happening or someone from doing something|-1|-1
pKSDna_7WYE_d|Signer01|in a way that is complete and not limited in any way|in a way that is complete and not limited in any way|-1|-1
Qa_xoeJIJBs_d|Signer01|to start to be|to start to be|-1|-1
qGj5J3oI100_d|Signer01|not either of two things or people|not either of two things or people|-1|-1
qItgIgZzXnc_d|Signer01|to change your ideas or behaviour to make them suitable for a new situation|to change your ideas or behaviour to make them suitable for a new situation|-1|-1
qpuq0EtCurU_d|Signer01|causing very great pain difficulty worry damage etc very serious|causing very great pain difficulty worry damage etc very serious|-1|-1
qpuq0EtCurU_e1|Signer01|this is a school for children with severe learning difficulties|this is a school for children with severe learning difficulties|-1|-1
rD5qE7Z3QaM_d|Signer01|to watch what is happening and be careful|to watch what is happening and be careful|-1|-1
RIwfym39VVM_d|Signer01|a person or animal that lives in a particular place|a person or animal that lives in a particular place|-1|-1
rKV7gMudw_o_d|Signer01|to say what is going to happen in the future|to say what is going to happen in the future|-1|-1
s5ev9o9-Hj4_d|Signer01|to keep a group of people interested or enjoying themselves|to keep a group of people interested or enjoying themselves|-1|-1
sdmxMoHYuoU_d|Signer01|something that you plan to do or achieve|something that you plan to do or achieve|-1|-1
SVXQA7MYbQg_d|Signer01|to leave someone for ever especially when they need you|to leave someone for ever especially when they need you|-1|-1
T21xaGEl3ks_e4|Signer01|she announced the winner of the competition to an excited audience|she announced the winner of the competition to an excited audience|-1|-1
T_IbLgT7PhE_d|Signer01|not interesting or exciting in any way|not interesting or exciting in any way|-1|-1
tjgCta6iTgs_e1|Signer01|he due to appear in court again on monday|he due to appear in court again on monday|-1|-1
Tnqdxu8niOQ_d|Signer01|to allow something|to allow something|-1|-1
